Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
3',5'-cyclic-nucleotide phosphodiesterase activity (GO:0004114)	8/9	0.000000000011234063110937789113036728484858704779636440207468695007264614105224609375	0.0000000010784700586500277548515259345464356588450982599169947206974029541015625	0.0000006175664313164087481481420542628324454881294514052569866180419921875	0.00005569349669208543420449719629772289408720098435878753662109375	-3.37713241209786	85.14450081281106	Pde6;Pka-R1;Pde8;Pka-R2;Pde1c;Pde11;dnc;Pde9
serotonin receptor activity (GO:0099589)	7/10	0.00000000435791677312751661092154475160391491339595404497231356799602508544921875	0.000000114098184605520427685096916670115518854800029657781124114990234375	0.00000964582043898727943390981887095136926291161216795444488525390625	0.0002776875390150804396617589819840077325352467596530914306640625	-3.4842238494552276	67.07573998285856	Oamb;5-HT7;5-HT1A;5-HT2B;mAChR-B;5-HT2A;mAChR-A
3',5'-cyclic-GMP phosphodiesterase activity (GO:0047555)	5/6	0.000000218351467858620696324274505772944365844523417763411998748779296875	0.00000369913074960486869065712407789181526140964706428349018096923828125	0.00011269064243574409525834589818060749166761524975299835205078125	0.0018030502789719055241335343708897198666818439960479736328125	-4.247960214454339	65.15164477982762	Pde6;Pka-R1;Pka-R2;Pde1c;Pde11
G-protein coupled serotonin receptor activity (GO:0004993)	7/10	0.00000000435791677312751661092154475160391491339595404497231356799602508544921875	0.000000114098184605520427685096916670115518854800029657781124114990234375	0.00000964582043898727943390981887095136926291161216795444488525390625	0.0002776875390150804396617589819840077325352467596530914306640625	-3.1308265265317394	60.272392101877706	Oamb;5-HT7;5-HT1A;5-HT2B;mAChR-B;5-HT2A;mAChR-A
G-protein coupled amine receptor activity (GO:0008227)	12/23	0.00000000000136406669168769895691646301424597190437952576314017960612545721232891082763671875	0.0000000001964256036030286401024478706956268893313310996973086730577051639556884765625	0.0000000632418926722949703996443332303101225733144019613973796367645263671875	0.000009106832544810475102274073544439403349315398372709751129150390625	-2.1270794367188834	58.112981516174465	Oamb;5-HT7;Octbeta1R;Dop1R2;5-HT1A;5-HT2B;Oct-TyrR;Octbeta3R;mAChR-B;TyrR;5-HT2A;mAChR-A
proton-transporting ATP synthase activity, rotational mechanism (GO:0046933)	9/15	0.0000000001746368877292652758057329314723971069867047845036722719669342041015625	0.00000001005908473320567988641021685281007336243419558741152286529541015625	0.00000124158753437610125391898918678634800016880035400390625	0.000066295313365403695502788006255201480598771013319492340087890625	-2.5388397072989006	57.043443232591656	ATPsynD;ATPsynbeta;ATPsynC;ATPsynE;ATPsynG;ATPsyngamma;blw;sun;ATPsynB
voltage-gated cation channel activity (GO:0022843)	10/19	0.000000000095256964559414669088005891790988700906783748223460861481726169586181640625	0.000000006858501448277855760746117932437349029584083837107755243778228759765625	0.0000007735207873900755103555005286197765457245623110793530941009521484375	0.00005569349669208543420449719629772289408720098435878753662109375	-2.253059508756462	51.98809317855246	Shab;Shawl;Hk;cac;Sh;KCNQ;stj;NaCP60E;eag;Ca-alpha1T
acetylcholine receptor activity (GO:0015464)	8/14	0.0000000032391477103655797726217675336184143031204030194203369319438934326171875	0.000000114098184605520427685096916670115518854800029657781124114990234375	0.00000650509460107604660394388373934049241142929531633853912353515625	0.000234183405638737664189452658547452301718294620513916015625	-2.6104283321655037	51.02853711875915	nAChRbeta1;nAChRalpha1;nAChRalpha3;nAChRalpha5;nAChRalpha7;nAChRalpha6;mAChR-B;mAChR-A
voltage-gated potassium channel activity (GO:0005249)	8/16	0.0000000130953303974262740808625160126958675288477706999401561915874481201171875	0.00000030784163344165761993503492750801076027755698305554687976837158203125	0.000013691644563837054363844743243294743706428562290966510772705078125	0.0003099558938351028801981568161494351443252526223659515380859375	-2.5247209216848208	45.826235021130394	Shab;Shawl;Hk;Sh;slo;KCNQ;SLO2;eag
G-protein coupled receptor activity (GO:0004930)	27/102	0.00000000000000001767183148326387317587676711353112560115820320262754183904263527438160963356494903564453125	0.00000000000000508948746717999527743728262344401282020142120166017463134267018176615238189697265625	0.0000000001342654079392488095886315529713648554699378934174092137254774570465087890625	0.00000003866843748650365964306772491483610298956818951410241425037384033203125	-1.158245560597159	44.678812575043445	Pdfr;GABA-B-R3;CG13229;CG33639;mGluR;5-HT7;SPR;Dop1R2;5-HT1A;FMRFaR;Dh31-R;Cirl;Oamb;TrissinR;CG13579;Oct-TyrR;Octbeta3R;TyrR;Octbeta1R;GABA-B-R1;5-HT2B;AstC-R2;CG13995;mAChR-B;AstA-R1;5-HT2A;mAChR-A
