Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	32/64	0.000000000000000000000000000001047806484556150649421151162715454376854302789283079013202433539814973191011304894104672058574578841216862201690673828125	0.00000000000000000000000000049596173602324467155457776549795729869975415263881228774824793012910095573418656211828192681423388421535491943359375	0.000000000000000136630754961995122764096937613616005140142303959926994849638504092581570148468017578125	0.000000000000064671890682011025037959518877448844236910212301960854119897703640162944793701171875	-1.8073044229926114	124.7597675278354	beat-IIIb;beat-IIIc;beat-Va;beat-Vb;beat-Vc;caps;kirre;rst;fz;CadN2;beat-VII;Fas1;Fas3;Fas2;ed;beat-VI;Con;Cad87A;klg;beat-Ia;beat-IIa;beat-IV;beat-IIb;CadN;stan;beat-Ib;sns;beat-Ic;CG34353;kug;Dscam2;Dscam3
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	18/28	0.000000000000000000014842772870586746840199116884916350646807104694267345009091318974725481893983669579029083251953125	0.000000000000000002634592184529147603255795242438380505007813041988789896918898847388845751993358135223388671875	0.0000000000313408468322926685106022098899615328793100132998006301932036876678466796875	0.00000000556300031273194828581567719237750690997046376651269383728504180908203125	-2.4532783721723326	112.00877590657917	Con;klg;caps;kirre;rst;fz;CadN;CadN2;stan;Fas1;sns;Fas3;Fas2;CG34353;kug;Dscam2;Dscam3;ed
chemical synaptic transmission (GO:0007268)	55/154	0.00000000000000000000000000000000000000000328005114452519086310691185096091730439983332041826180489235701705057780321053371666970073030109546482016059931741125410553649999201297760009765625	0.000000000000000000000000000000000000003534809372956357802866059125950186847505130680003698914463675194889154097873160776026871133638786160423295168442336944281123578548431396484375	0.000000000000000000000362920668880491646875700486843861567181259225795049669382498491732036427492857910692691802978515625	0.00000000000000000051534734981029815360982238184356352739721577707371520660206698494221200235188007354736328125	-1.102885399148056	105.34840176906276	pum;kcc;5-HT7;dnc;dlg1;sky;brp;Rbp;Oamb;stmA;Atpalpha;cv-c;Syx1A;stj;nAChRalpha5;CASK;nAChRalpha7;cpx;nAChRalpha6;Slob;Nlg2;Nlg4;Pka-R1;sesB;nAChRalpha1;Neto;nAChRalpha3;X11Lbeta;scrib;Nrx-1;mAChR-B;VAChT;mAChR-A;nwk;cac;Ten-m;alphaSnap;5-HT1A;GluClalpha;Rdl;Ten-a;Dys;nAChRbeta1;Ace;Syt1;VGlut;Frq2;Frq1;Shab;Snap25;Cadps;Rim;5-HT2B;Sap47;5-HT2A
axon guidance (GO:0007411)	66/242	0.000000000000000000000000000000000000000004978604750642757156489669149736380119837999029208754332650593115600871938574999978412669356367732615697443109004094452529898262582719326019287109375	0.000000000000000000000000000000000000003534809372956357802866059125950186847505130680003698914463675194889154097873160776026871133638786160423295168442336944281123578548431396484375	0.000000000000000000004162248089945198910167747824842782585007932461039458413016960125485610433315741829574108123779296875	0.00000000000000000295519614386109112841797096722405497235675215044717507872906736565710161812603473663330078125	-1.061556972009022	100.95770304747319	Alk;acj6;jeb;dac;dysc;lola;haf;tup;tutl;RhoGAP93B;trio;Sema2b;Sdc;CadN2;Fas1;fend;Fas3;Fas2;drl;Ptp10D;ab;beat-VI;Mmp2;beat-Ia;InR;beat-IIa;beat-IV;brat;vvl;beat-IIb;Cam;nvy;sli;trn;Pka-R2;dpr11;beat-Ib;beat-Ic;DIP-gamma;NetB;Mp;beat-IIIc;beat-Va;beat-Vb;zfh1;beat-Vc;Ptp99A;caps;Drl-2;kuz;Ten-m;pros;robo3;sm;Ten-a;Toll-7;Moe;Trim9;side;pdm3;dally;spen;SoxN;CadN;stan;Dscam1
anterograde trans-synaptic signaling (GO:0098916)	36/89	0.00000000000000000000000000000295023049502102654697474050068255904368076499055123862847547027543111587365967825313806116582782124169170856475830078125	0.00000000000000000000000000104733182573246445360330062856346694990499282073392846999429272718487734204761974154962445027194917201995849609375	0.0000000000000003315440203123224819791098820185137984265712099256340206210325050051324069499969482421875	0.000000000000117698127210874468776632364038262938883173946980065238676615990698337554931640625	-1.467433881271284	99.77914918731993	cac;pum;kcc;5-HT7;alphaSnap;5-HT1A;dnc;GluClalpha;Rdl;dlg1;sky;nAChRbeta1;brp;Oamb;Ace;stmA;Syt1;Atpalpha;nAChRalpha5;nAChRalpha7;nAChRalpha6;Frq2;Frq1;Shab;sesB;nAChRalpha1;nAChRalpha3;X11Lbeta;5-HT2B;scrib;Nrx-1;Sap47;mAChR-B;VAChT;5-HT2A;mAChR-A
motor neuron axon guidance (GO:0008045)	30/75	0.0000000000000000000000003049047521457411998428976116596433250158029008299883877570660880283216764841114354567253030836582183837890625	0.00000000000000000000008659294960939049671462109075972539566195617713424718462134391759599250093515365733765065670013427734375	0.00000000000013347861918078776488707727485431222362306617756910753769261646084487438201904296875	0.00000000003790792784734372189578148240507080544980933467513750656507909297943115234375	-1.558583179949346	87.98170578507656	NetB;Mp;beat-IIIc;beat-Va;beat-Vb;zfh1;beat-Vc;haf;tup;Ptp99A;caps;Drl-2;Ten-m;Sdc;fend;Fas2;Ten-a;Ptp10D;beat-VI;side;Mmp2;beat-Ia;beat-IIa;beat-IV;vvl;beat-IIb;trn;dally;beat-Ib;beat-Ic
synaptic target attraction (GO:0016200)	6/7	0.000000008287715322678550859060073695283588079973924322985112667083740234375	0.0000002802037085286557999117581889414463347520722891204059123992919921875	0.000048151840596052244785306439833760805413476191461086273193359375	0.0021078349233744990941230579295506686321459710597991943359375	-3.9544091813033244	73.58558963840439	NetB;Ten-m;Sema2b;Con;Fas3;Ten-a
cytoplasmic translation (GO:0002181)	33/107	0.0000000000000000000000209523183145788170679883583601426705019751817409772089528352360943141974303216557018458843231201171875	0.000000000000000000004250327429528845828682965323728656562542613705552223152283643214932595810751081444323062896728515625	0.0000000000029986603338712134421808886023327008255555392590707697308971546590328216552734375	0.000000000709682945682853892949985529230334801997770455272984690964221954345703125	-1.3203603860764674	68.94894595679825	RpL26;RpS8;RpS6;RpL23A;RpL34b;RpS27;RpS25;RpL27A;RpL23;RpL21;RpL40;sta;RpL5;RpL19;RpL17;RpL3;RpL24-like;RpS30;RpL36;RpL36A;RpS18;RpL8;eIF3m;RpL6;RpL7A;RpL7;RpL12;RpLP0;RpS4;RpS27A;RpS28b;RpS2;RpL31
presynaptic membrane organization (GO:0097090)	7/12	0.000000027153896709237477932915766939796220480474175928975455462932586669921875	0.000000786908843410555422181432323747163337657184456475079059600830078125	0.0000629875550611259937827668409227044321596622467041015625	0.0025544304310973560585840136383239951101131737232208251953125	-3.8812333654037845	67.6178590474694	Ten-m;Nrx-1;Nlg2;Nlg4;Ten-a;Nlg3;Fur1
energy coupled proton transport, down electrochemical gradient (GO:0015985)	9/14	0.0000000000719477258225519872908749947451362456718459981175328721292316913604736328125	0.000000004245388259164352017170811280470654747176695309462957084178924560546875	0.00000303226441205253153992672278393971652121763327158987522125244140625	0.00019571888477793610949632963080802028343896381556987762451171875	-2.869125198645801	67.0086522479771	ATPsynD;ATPsynbeta;ATPsynC;ATPsynE;ATPsynG;ATPsyngamma;blw;sun;ATPsynB
