Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
integral component of plasma membrane (GO:0005887)	36/419	0.000000000000000000000001397882613042194630628476985692630319026602873059456251001376984465125741241564583106082864105701446533203125	0.000000000000000000000085270839395573875223401980866986796262349034371265138698581394736952798751872251159511506557464599609375	0.000000000000002587885036926164470619954590529213373431148721703909387770181638188660144805908203125	0.00000000000015786098725249602481920817781216396166201441919607617592191672883927822113037109375	-1.0717530612288872	58.868269949110335	DIP-delta;GluRIA;GluRIB;Ca-alpha1T;mGluR;DIP-theta;Ten-m;para;Dop1R2;CadN2;5-HT1A;GluClalpha;Rdl;Cirl;nAChRbeta1;nAChRalpha6;beat-IIa;Nlg4;Nlg3;kek3;DIP-beta;kek1;CG42594;kek2;Nckx30C;nAChRalpha3;Dscam4;beat-Ib;beat-Ic;sdk;DIP-gamma;kug;dpr9;dpr13;Dscam2;Dscam3
type I terminal bouton (GO:0061174)	4/19	0.000024640453309044945003590532106585442306823097169399261474609375	0.0004871098074545513021034459644198477690224535763263702392578125	0.00068587736026150150463187582516866314108483493328094482421875	0.02091925948797579426496895393938757479190826416015625	-2.596200582101311	27.548598574545494	jeb;CASK;pum;cpx
acetylcholine-gated channel complex (GO:0005892)	3/11	0.000121657107161923815942528026567970300675369799137115478515625	0.0012368472561462254440123320620159574900753796100616455078125	0.00181097789221500268981579484517396849696524441242218017578125	0.036823217141705055777123334337375126779079437255859375	-2.5601179728739707	23.077681855923785	nAChRbeta1;nAChRalpha3;nAChRalpha6
axonal growth cone (GO:0044295)	3/15	0.000326448059128289411710832634838652666076086461544036865234375	0.0028447616581179506652088395668442899477668106555938720703125	0.0038522232658015002730589326773724678787402808666229248046875	0.04699712384277830723444679961176007054746150970458984375	-2.374177739969486	19.05809382275925	NetB;Trim9;Con
type Is terminal bouton (GO:0061177)	2/7	0.0017334135010616384155179847681438332074321806430816650390625	0.0128591099773713059273294589957004063762724399566650390625	0.01075011367153732612378380650852705002762377262115478515625	0.0936795619948252722419823612653999589383602142333984375	-2.973721747843437	18.90591981419931	jeb;pum
type Ib terminal bouton (GO:0061176)	2/9	0.002935565004076848456826542843600691412575542926788330078125	0.017906946524868773418237566374955349601805210113525390625	0.01604173200169535518089247716488898731768131256103515625	0.12231820651292708845847556631269981153309345245361328125	-2.9350751990837085	17.113998893713706	jeb;pum
AMPA glutamate receptor complex (GO:0032281)	2/13	0.00620754703381103112302952240497688762843608856201171875	0.03442366991477026350043644242759910412132740020751953125	0.029222720144872087189025222642158041708171367645263671875	0.1980651032041330361632702761198743246495723724365234375	-2.6582162182655296	13.509026813402732	GluRIA;GluRIB
nucleoplasm (GO:0005654)	9/170	0.00002996267065158453809267484480027832205450977198779582977294921875	0.0004871098074545513021034459644198477690224535763263702392578125	0.00481044416684985910726002344972584978677332401275634765625	0.048906182362973567301356325742744957096874713897705078125	-1.2009292454512737	12.508348525395451	Rbfox1;Bacc;Rbp6;zld;CG43902;mbl;CG11030;sm;Cam
axon (GO:0030424)	8/132	0.0000319416267183312345911104512818923240047297440469264984130859375	0.0004871098074545513021034459644198477690224535763263702392578125	0.0036164593881666778733829925585041564772836863994598388671875	0.04699712384277830723444679961176007054746150970458984375	-1.1013201138493898	11.400425825800037	Shawl;robo3;klg;kcc;Rdl;CG34353;Imp;Ptp99A
neurotransmitter receptor complex (GO:0098878)	2/15	0.008255524194046300057170384434357401914894580841064453125	0.041965581319735358045708295549047761596739292144775390625	0.036977314870985607264675110172902350313961505889892578125	0.2255616207130122230495317126042209565639495849609375	-2.3451341176855274	11.249309835028695	GluRIA;GluRIB
nucleus (GO:0005634)	33/1776	0.00008344802691822751227086751857342505900305695831775665283203125	0.0010180659284023756659676163138783522299490869045257568359375	0.51761630813913317439300953992642462253570556640625	0.89956840755022648981054089745157398283481597900390625	-1.107551236362497	10.401331031719579	bru3;ps;mamo;heph;luna;NFAT;Rbfox1;br;pros;dati;hth;bab1;Bacc;CG17839;ab;bab2;Atpalpha;scrt;fru;Syp;Cam;Pdp1;Rbp6;ct;zld;CG9932;shep;mbl;chinmo;trv;Eip93F;rn;bol
cytoneme (GO:0035230)	1/8	0.0716602000557780005607355633401311933994293212890625	0.2300669580738135822084444725987850688397884368896484375	0.151741721074733992846717001157230697572231292724609375	0.514235832531042991178082957048900425434112548828125	-3.435002760714285	9.054048205153478	caps
