Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
AT DNA binding (GO:0003680)	2/6	0.00124572997772171771384275285043941039475612342357635498046875	0.007528542039274728481235143817684729583561420440673828125	0.0050930246099672067672248232383935828693211078643798828125	0.03932946782141343022853874344946234486997127532958984375	-5.0129568085488785	33.52682353784289	bab1;bab2
mRNA 3'-UTR binding (GO:0003730)	7/38	0.00000005122348176684830789941559720489239193597086341469548642635345458984375	0.0000071200639655919145267035270940869651212778990156948566436767578125	0.00000235217352200973324518056169207813610455559683032333850860595703125	0.000326952119559352906257021498248604984837584197521209716796875	-1.977844040712303	33.20220197322705	Rbfox1;heph;shep;pum;brat;Imp;bol
neurexin family protein binding (GO:0042043)	3/10	0.000089084196467961395912195377011499886066303588449954986572265625	0.0015478379136308292353396698359802030608989298343658447265625	0.000676017904190281244090898749021789626567624509334564208984375	0.01342378409749272853701551611038667033426463603973388671875	-3.4879406446476366	32.52828543989447	CASK;Nlg4;Nlg3
extracellular ligand-gated ion channel activity (GO:0005230)	6/29	0.0000002298663218528538915313183359223625501499554957263171672821044921875	0.000013791935994998947410017549330962793874277849681675434112548828125	0.0000072041440577520486054897107253136567805995582602918148040771484375	0.00050068801201376736918768894923914558603428304195404052734375	-1.9750283988356683	30.189825713005185	nAChRbeta1;nAChRalpha3;GluClalpha;nAChRalpha6;Rdl;GluRIB
excitatory extracellular ligand-gated ion channel activity (GO:0005231)	3/12	0.00016110595993333308201429787676062233003904111683368682861328125	0.0020357934937030269621771605415005979011766612529754638671875	0.00105401897542446308826680212433757333201356232166290283203125	0.01465086375840003729553728817336377687752246856689453125	-3.3467040297302915	29.228266529441836	nAChRbeta1;nAChRalpha3;nAChRalpha6
acetylcholine-gated cation-selective channel activity (GO:0022848)	3/11	0.000121657107161923815942528026567970300675369799137115478515625	0.0017946019446981255514306230480769954738207161426544189453125	0.000851755073352231345355789482454156313906423747539520263671875	0.01465086375840003729553728817336377687752246856689453125	-2.91233482255093	26.252671636576657	nAChRbeta1;nAChRalpha3;nAChRalpha6
ligand-gated cation channel activity (GO:0099094)	5/35	0.00001662616953827882501876049559097481278513441793620586395263671875	0.0003851729276367927700015780789755126534146256744861602783203125	0.0002095539052065057447453433336903572126175276935100555419921875	0.006637062654819184982779578518830021494068205356597900390625	-2.1043806423894686	23.157725436128562	nAChRbeta1;nAChRalpha3;GluRIA;nAChRalpha6;GluRIB
acetylcholine receptor activity (GO:0015464)	3/14	0.0002629449800193063568887197334333905018866062164306640625	0.002451414228101846289054055461065217969007790088653564453125	0.0015438349798010159337480207142334620584733784198760986328125	0.0162416430963424861244615016175885102711617946624755859375	-2.512957612189195	20.715731300832445	nAChRbeta1;nAChRalpha3;nAChRalpha6
calcium:cation antiporter activity (GO:0015368)	2/8	0.00229716976721401795746846374868255225010216236114501953125	0.0127722639057099400516914755598918418399989604949951171875	0.0080382934424749648283370362378263962455093860626220703125	0.053572024699191145291621296564699150621891021728515625	-3.1361273797230385	19.05535285154779	Nckx30C;Calx
potassium channel activity (GO:0005267)	4/33	0.00023510781604188250230695611531217537049087695777416229248046875	0.002451414228101846289054055461065217969007790088653564453125	0.00163584894495535817897369224027670497889630496501922607421875	0.0162416430963424861244615016175885102711617946624755859375	-1.974032395150453	16.49396126602875	CG42594;Shawl;SLO2;GluRIA
transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)	3/21	0.000916044014741794021365606237594647609512321650981903076171875	0.006366505902455468594858256636825899477116763591766357421875	0.004283265436062743715395217947161654592491686344146728515625	0.03502199385957184551987353415825054980814456939697265625	-2.316234679543245	16.20309495625811	nAChRbeta1;nAChRalpha3;nAChRalpha6
voltage-gated cation channel activity (GO:0022843)	3/19	0.0006765439480661485267820598465959847089834511280059814453125	0.004949453093747086841747151453319020220078527927398681640625	0.0033250218110848560153225417224120974424295127391815185546875	0.028886126983799685630227571664363495074212551116943359375	-2.190876981536622	15.990144456669649	Shawl;NaCP60E;Ca-alpha1T
calcium-dependent phospholipid binding (GO:0005544)	2/13	0.00620754703381103112302952240497688762843608856201171875	0.02696403242811666600697861895241658203303813934326171875	0.01792863448195343434310444763468694873154163360595703125	0.08038968364488797979650058778133825398981571197509765625	-3.143990874217434	15.977728496671993	Syt1;Sytbeta
mRNA binding (GO:0003729)	12/196	0.0000002976676833453010316167118738672758837537912768311798572540283203125	0.000013791935994998947410017549330962793874277849681675434112548828125	0.000026372568921319991205355626195938611999736167490482330322265625	0.00122192902668782628176902260719316473114304244518280029296875	-1.0545452156228703	15.846954800487069	Rbfox1;bru3;ps;heph;shep;pum;sm;Syp;CG34354;brat;Imp;bol
calcium channel regulator activity (GO:0005246)	2/10	0.0036471852057502322265458705174978604190982878208160400390625	0.0174813359861821469853904176261494285427033901214599609375	0.0115783166573078070971103414876779424957931041717529296875	0.057478071977349477761354279437000514008104801177978515625	-2.7610424588314992	15.499939010671358	Rgk2;Rgk3
cation transmembrane transporter activity (GO:0008324)	4/34	0.0002645411037519977974670493114928149225306697189807891845703125	0.002451414228101846289054055461065217969007790088653564453125	0.00180908016416971777033662061029417600366286933422088623046875	0.0167641428546393862764052329339392599649727344512939453125	-1.8606442354205461	15.327082783919579	para;Atpalpha;NaCP60E;Ca-alpha1T
sodium:potassium-exchanging ATPase activity (GO:0005391)	2/9	0.002935565004076848456826542843600691412575542926788330078125	0.01457298341309578269819891005454337573610246181488037109375	0.00973614494928519598471172713516352814622223377227783203125	0.054132965918025688356607361129135824739933013916015625	-2.539669193204567	14.808443673426355	nrv3;Atpalpha
ligand-gated anion channel activity (GO:0099095)	2/9	0.002935565004076848456826542843600691412575542926788330078125	0.01457298341309578269819891005454337573610246181488037109375	0.00973614494928519598471172713516352814622223377227783203125	0.054132965918025688356607361129135824739933013916015625	-2.527256773742914	14.73606865114367	GluClalpha;Rdl
AMPA glutamate receptor activity (GO:0004971)	2/12	0.00528454188146564550476735888651091954670846462249755859375	0.023695203920120151697137345081500825472176074981689453125	0.015678685747634479863421574918902479112148284912109375	0.07264457729737310021089768952151644043624401092529296875	-2.758973722237676	14.465214652677417	GluRIA;GluRIB
calcium ion binding (GO:0005509)	7/84	0.000012850476299257910240401471535509614341208362020552158355712890625	0.0003851729276367927700015780789755126534146256744861602783203125	0.0002503194047209339988258047782210269360803067684173583984375	0.006637062654819184982779578518830021494068205356597900390625	-1.2358502483085345	13.918305763018488	Syt1;Calx;CadN2;kug;Frq1;Sytbeta;Cam
potassium-transporting ATPase activity (GO:0008556)	2/9	0.002935565004076848456826542843600691412575542926788330078125	0.01457298341309578269819891005454337573610246181488037109375	0.00973614494928519598471172713516352814622223377227783203125	0.054132965918025688356607361129135824739933013916015625	-2.3811179202680366	13.883954137185585	nrv3;Atpalpha
syntaxin binding (GO:0019905)	3/26	0.00173097899395243727017901225195828374125994741916656494140625	0.0100252533399745324960150583137874491512775421142578125	0.007355383768526821235134161014457276905886828899383544921875	0.053572024699191145291621296564699150621891021728515625	-2.18216502431103	13.876536078109527	Tomosyn;Syt1;Sytbeta
cation channel activity (GO:0005261)	7/86	0.00001500957451180675463853035622729947817788342945277690887451171875	0.0003851729276367927700015780789755126534146256744861602783203125	0.0002864919131576626498171533885539474795223213732242584228515625	0.006637062654819184982779578518830021494068205356597900390625	-1.163049000988734	12.917778533306134	Cngl;CG42594;Shawl;para;Nckx30C;NaCP60E;Ca-alpha1T
sodium ion transmembrane transporter activity (GO:0015081)	5/57	0.0001819269148386182233766150684317608465789817273616790771484375	0.0021073200968806612455586080301372930989600718021392822265625	0.0016214805672195979104055485464641606085933744907379150390625	0.0162416430963424861244615016175885102711617946624755859375	-1.4841716705477135	12.781546199780175	nrv3;para;Nckx30C;Calx;Atpalpha
