gene,pair,correlation,value,percent_expressed
ATPsynF,simsec,rho,0.762920456716286,26.2023716366701
ATPsynF,simsec,r,0.768903341232367,26.2023716366701
Ac76E,melsec,rho,0.762284715003336,9.15949356929312
Ac76E,melsec,r,0.884535936257147,9.15949356929312
Ac76E,melsim,rho,0.804466314167367,9.15949356929312
Ac76E,melsim,r,0.921453325561929,9.15949356929312
Ac76E,simsec,rho,0.813427813238784,9.15949356929312
Ac76E,simsec,r,0.876977018925336,9.15949356929312
Ace,melsec,rho,0.791218479985893,61.7267601677401
Ace,melsec,r,0.834344684396179,61.7267601677401
Ace,melsim,rho,0.805121586244274,61.7267601677401
Ace,melsim,r,0.889138270659053,61.7267601677401
Ace,simsec,rho,0.837949504179476,61.7267601677401
Ace,simsec,r,0.856235766468195,61.7267601677401
Ald1,melsec,rho,0.76758835198746,48.0186199562592
Ald1,melsec,r,0.799837013732563,48.0186199562592
Ald1,melsim,rho,0.815412761353475,48.0186199562592
Ald1,melsim,r,0.827875030150037,48.0186199562592
Ald1,simsec,rho,0.765842703235861,48.0186199562592
Ald1,simsec,r,0.796076241336322,48.0186199562592
Alk,melsec,rho,0.787162757891025,76.0749613756295
Alk,melsec,r,0.840380292970482,76.0749613756295
Alk,melsim,rho,0.777378028025089,76.0749613756295
Alk,melsim,r,0.840886575724369,76.0749613756295
Alk,simsec,rho,0.792616412491877,76.0749613756295
Alk,simsec,r,0.841833034912213,76.0749613756295
Appl,melsec,rho,0.879427691149827,83.9443006480869
Appl,melsec,r,0.935566122640578,83.9443006480869
Appl,melsim,rho,0.882579987852427,83.9443006480869
Appl,melsim,r,0.910690269366688,83.9443006480869
Appl,simsec,rho,0.867044973074597,83.9443006480869
Appl,simsec,r,0.931838553555623,83.9443006480869
Argk1,melsec,rho,0.856227590665961,46.6482072272718
Argk1,melsec,r,0.878063301442734,46.6482072272718
Argk1,melsim,rho,0.843430620289517,46.6482072272718
Argk1,melsim,r,0.817241634333013,46.6482072272718
Argk1,simsec,rho,0.773126366913815,46.6482072272718
Argk1,simsec,r,0.805414524098895,46.6482072272718
AstA-R1,melsec,rho,0.767906344542593,19.8579425750918
AstA-R1,melsec,r,0.850379898967898,19.8579425750918
AstA-R1,melsim,rho,0.808601579196202,19.8579425750918
AstA-R1,melsim,r,0.899024925443731,19.8579425750918
AstA-R1,simsec,rho,0.856519324194101,19.8579425750918
AstA-R1,simsec,r,0.865826799030764,19.8579425750918
AstC-R2,melsec,rho,0.742452375557586,16.5352434840185
AstC-R2,melsec,r,0.762447181661142,16.5352434840185
AstC-R2,melsim,rho,0.723879389398579,16.5352434840185
AstC-R2,melsim,r,0.502571901370125,16.5352434840185
AstC-R2,simsec,rho,0.826668388191893,16.5352434840185
AstC-R2,simsec,r,0.838095429157089,16.5352434840185
Atpalpha,melsec,rho,0.866200356590059,98.9365757739922
Atpalpha,melsec,r,0.904846723294333,98.9365757739922
Atpalpha,melsim,rho,0.900783961247929,98.9365757739922
Atpalpha,melsim,r,0.932815616686054,98.9365757739922
Atpalpha,simsec,rho,0.87942279292274,98.9365757739922
Atpalpha,simsec,r,0.898853192545893,98.9365757739922
B4,melsec,rho,0.702021983189326,51.4978229900279
B4,melsec,r,0.746498682933157,51.4978229900279
B4,melsim,rho,0.703040811928133,51.4978229900279
B4,melsim,r,0.785017995995129,51.4978229900279
B4,simsec,rho,0.726424890769804,51.4978229900279
B4,simsec,r,0.751749405502255,51.4978229900279
Bacc,melsec,rho,0.8587648660828,66.2613615843015
Bacc,melsec,r,0.845275284127024,66.2613615843015
Bacc,melsim,rho,0.829140461215933,66.2613615843015
Bacc,melsim,r,0.841673464678428,66.2613615843015
Bacc,simsec,rho,0.838339309155744,66.2613615843015
Bacc,simsec,r,0.833848765470089,66.2613615843015
CAP,melsec,rho,0.779183493117898,6.47284255302073
CAP,melsec,r,0.871065353355529,6.47284255302073
CAP,melsim,rho,0.738368410814407,6.47284255302073
CAP,melsim,r,0.849949304876179,6.47284255302073
CAP,simsec,rho,0.722277859852933,6.47284255302073
CAP,simsec,r,0.927608598664407,6.47284255302073
CARPA,melsec,rho,0.862674041112793,15.0103332731395
CARPA,melsec,r,0.954993070199127,15.0103332731395
CARPA,melsim,rho,0.846492427484015,15.0103332731395
CARPA,melsim,r,0.929493934969045,15.0103332731395
CARPA,simsec,rho,0.843522381258762,15.0103332731395
CARPA,simsec,r,0.961305423249282,15.0103332731395
CARPB,melsec,rho,0.797002187263497,14.3160978350288
CARPB,melsec,r,0.866514900768649,14.3160978350288
CARPB,melsim,rho,0.825087977890914,14.3160978350288
CARPB,melsim,r,0.865758185614723,14.3160978350288
CARPB,simsec,rho,0.877739752112265,14.3160978350288
CARPB,simsec,r,0.889217881215911,14.3160978350288
CASK,melsec,rho,0.808293657791101,82.493629486948
CASK,melsec,r,0.874078273117775,82.493629486948
CASK,melsim,rho,0.841023531025294,82.493629486948
CASK,melsim,r,0.900607151694251,82.493629486948
CASK,simsec,rho,0.83899566997786,82.493629486948
CASK,simsec,r,0.874505965260585,82.493629486948
CG10077,melsec,rho,0.717693130973397,93.6936936936937
CG10077,melsec,r,0.699962011520585,93.6936936936937
CG10077,melsim,rho,0.845960931836439,93.6936936936937
CG10077,melsim,r,0.820222590990755,93.6936936936937
CG10077,simsec,rho,0.797406878582689,93.6936936936937
CG10077,simsec,r,0.819505794186032,93.6936936936937
CG10804,melsec,rho,0.857240821934802,38.8711651517888
CG10804,melsec,r,0.858621368301525,38.8711651517888
CG10804,melsim,rho,0.847086772315518,38.8711651517888
CG10804,melsim,r,0.863437427295618,38.8711651517888
CG10804,simsec,rho,0.818011716530496,38.8711651517888
CG10804,simsec,r,0.826687122541241,38.8711651517888
CG11000,melsec,rho,0.764536172361952,51.4998294508317
CG11000,melsec,r,0.836434685188297,51.4998294508317
CG11000,melsim,rho,0.712921531367209,51.4998294508317
CG11000,melsim,r,0.77572245218517,51.4998294508317
CG11000,simsec,rho,0.756651906504362,51.4998294508317
CG11000,simsec,r,0.748017918597113,51.4998294508317
CG11030,melsec,rho,0.88769969657582,27.3179638435763
CG11030,melsec,r,0.872300936501505,27.3179638435763
CG11030,melsim,rho,0.882856450110531,27.3179638435763
CG11030,melsim,r,0.881487430565563,27.3179638435763
CG11030,simsec,rho,0.912242718775713,27.3179638435763
CG11030,simsec,r,0.920242415945986,27.3179638435763
CG12502,melsec,rho,0.774183988804212,9.94401974357431
CG12502,melsec,r,0.783827624768487,9.94401974357431
CG12502,melsim,rho,0.760537404424257,9.94401974357431
CG12502,melsim,r,0.686700021788481,9.94401974357431
CG12502,simsec,rho,0.773894175892619,9.94401974357431
CG12502,simsec,r,0.669950605119011,9.94401974357431
CG12594,melsec,rho,0.801260748588198,16.7278637211822
CG12594,melsec,r,0.679277982400867,16.7278637211822
CG12594,melsim,rho,0.772676847727811,16.7278637211822
CG12594,melsim,r,0.700398745782132,16.7278637211822
CG12594,simsec,rho,0.825887444936831,16.7278637211822
CG12594,simsec,r,0.81383722517769,16.7278637211822
CG12605,melsec,rho,0.768089853520105,62.2484399767251
CG12605,melsec,r,0.824425297960644,62.2484399767251
CG12605,melsim,rho,0.730768288800176,62.2484399767251
CG12605,melsim,r,0.796024427807642,62.2484399767251
CG12605,simsec,rho,0.772650125275089,62.2484399767251
CG12605,simsec,r,0.834406133421272,62.2484399767251
CG1275,melsec,rho,0.702015155308613,10.5459579847108
CG1275,melsec,r,0.616098419239941,10.5459579847108
CG1275,melsim,rho,0.726218699792312,10.5459579847108
CG1275,melsim,r,0.641340341033656,10.5459579847108
CG1275,simsec,rho,0.749741615366104,10.5459579847108
CG1275,simsec,r,0.714256838676733,10.5459579847108
CG13579,melsec,rho,0.757654344368175,9.01904131302795
CG13579,melsec,r,0.952499913158531,9.01904131302795
CG13579,melsim,rho,0.863380335317719,9.01904131302795
CG13579,melsim,r,0.952976071855836,9.01904131302795
CG13579,simsec,rho,0.796123841098272,9.01904131302795
CG13579,simsec,r,0.943461940963906,9.01904131302795
CG13594,melsec,rho,0.735101480442927,11.7498344669837
CG13594,melsec,r,0.818231665729075,11.7498344669837
CG13594,melsim,rho,0.797462835901819,11.7498344669837
CG13594,melsim,r,0.823372592189937,11.7498344669837
CG13594,simsec,rho,0.860971840509218,11.7498344669837
CG13594,simsec,r,0.826280254763566,11.7498344669837
CG13743,melsec,rho,0.712122436686118,33.9894460161721
CG13743,melsec,r,0.832139418272333,33.9894460161721
CG13743,melsim,rho,0.765088376264506,33.9894460161721
CG13743,melsim,r,0.863710622551273,33.9894460161721
CG13743,simsec,rho,0.753226715004995,33.9894460161721
CG13743,simsec,r,0.78078124887098,33.9894460161721
CG14431,melsec,rho,0.792544514928115,19.04131302795
CG14431,melsec,r,0.895753240148236,19.04131302795
CG14431,melsim,rho,0.775833826158525,19.04131302795
CG14431,melsim,r,0.848494405496329,19.04131302795
CG14431,simsec,rho,0.862736562703577,19.04131302795
CG14431,simsec,r,0.932120706643769,19.04131302795
CG14459,melsec,rho,0.758825527390599,17.6628744557475
CG14459,melsec,r,0.966148025176988,17.6628744557475
CG14459,melsim,rho,0.798798650024723,17.6628744557475
CG14459,melsim,r,0.969798254776364,17.6628744557475
CG14459,simsec,rho,0.795204626061006,17.6628744557475
CG14459,simsec,r,0.982968806010079,17.6628744557475
CG14762,melsec,rho,0.857285605125492,37.003150143462
CG14762,melsec,r,0.927682688791139,37.003150143462
CG14762,melsim,rho,0.880837796888405,37.003150143462
CG14762,melsim,r,0.941135938260424,37.003150143462
CG14762,simsec,rho,0.8389479536558,37.003150143462
CG14762,simsec,r,0.917520329779814,37.003150143462
CG14989,melsec,rho,0.853138187012886,34.2442665382532
CG14989,melsec,r,0.991672298889378,34.2442665382532
CG14989,melsim,rho,0.784846770462961,34.2442665382532
CG14989,melsim,r,0.990188871179414,34.2442665382532
CG14989,simsec,rho,0.787900310549879,34.2442665382532
CG14989,simsec,r,0.987808729201531,34.2442665382532
CG15236,melsec,rho,0.779835859608666,25.2693673629086
CG15236,melsec,r,0.903705367582668,25.2693673629086
CG15236,melsim,rho,0.833207610056049,25.2693673629086
CG15236,melsim,r,0.92506069195699,25.2693673629086
CG15236,simsec,rho,0.844099386551332,25.2693673629086
CG15236,simsec,r,0.859205991268612,25.2693673629086
CG15431,melsec,rho,0.71277531097833,44.5835590601738
CG15431,melsec,r,0.786892995107031,44.5835590601738
CG15431,melsim,rho,0.830665840501523,44.5835590601738
CG15431,melsim,r,0.864692728467829,44.5835590601738
CG15431,simsec,rho,0.821454287183757,44.5835590601738
CG15431,simsec,r,0.818437164700656,44.5835590601738
CG15765,melsec,rho,0.734861416912353,51.5921266478059
CG15765,melsec,r,0.721676094883667,51.5921266478059
CG15765,melsim,rho,0.791628909407068,51.5921266478059
CG15765,melsim,r,0.816840929260807,51.5921266478059
CG15765,simsec,rho,0.833810502291197,51.5921266478059
CG15765,simsec,r,0.850807967890894,51.5921266478059
CG17816,melsec,rho,0.723094104508317,65.6293264311082
CG17816,melsec,r,0.796819665863039,65.6293264311082
CG17816,melsim,rho,0.857263213582416,65.6293264311082
CG17816,melsim,r,0.905675162392159,65.6293264311082
CG17816,simsec,rho,0.820732235969653,65.6293264311082
CG17816,simsec,r,0.845047606665869,65.6293264311082
CG17839,melsec,rho,0.845587154805054,34.3185055879933
CG17839,melsec,r,0.877569636933538,34.3185055879933
CG17839,melsim,rho,0.899477352812899,34.3185055879933
CG17839,melsim,r,0.892720810870398,34.3185055879933
CG17839,simsec,rho,0.851174615002962,34.3185055879933
CG17839,simsec,r,0.951877338755933,34.3185055879933
CG18265,melsec,rho,0.74890023511186,11.6093822107185
CG18265,melsec,r,0.840393599051838,11.6093822107185
CG18265,melsim,rho,0.826431687634147,11.6093822107185
CG18265,melsim,r,0.851789470454297,11.6093822107185
CG18265,simsec,rho,0.797597821341652,11.6093822107185
CG18265,simsec,r,0.842490452281744,11.6093822107185
CG2269,melsec,rho,0.901790787437058,61.1549188386605
CG2269,melsec,r,0.809062702327062,61.1549188386605
CG2269,melsim,rho,0.921657947843806,61.1549188386605
CG2269,melsim,r,0.89492213662898,61.1549188386605
CG2269,simsec,rho,0.932120535276945,61.1549188386605
CG2269,simsec,r,0.930168575734497,61.1549188386605
CG2993,melsec,rho,0.85647949724854,46.4776580589498
CG2993,melsec,r,0.889094158473559,46.4776580589498
CG2993,melsim,rho,0.876253033877914,46.4776580589498
CG2993,melsim,r,0.883746113721638,46.4776580589498
CG2993,simsec,rho,0.847982405449204,46.4776580589498
CG2993,simsec,r,0.846718796526042,46.4776580589498
CG30089,melsec,rho,0.813149509296101,15.23305042236
CG30089,melsec,r,0.855787442283633,15.23305042236
CG30089,melsim,rho,0.783952446804332,15.23305042236
CG30089,melsim,r,0.85690637311943,15.23305042236
CG30089,simsec,rho,0.792849830508825,15.23305042236
CG30089,simsec,r,0.842751465773569,15.23305042236
CG3009,melsec,rho,0.779815188139987,19.3563273741447
CG3009,melsec,r,0.706377557187233,19.3563273741447
CG3009,melsim,rho,0.798996820980549,19.3563273741447
CG3009,melsim,r,0.815700280917543,19.3563273741447
CG3009,simsec,rho,0.82519280841441,19.3563273741447
CG3009,simsec,r,0.641013068940339,19.3563273741447
CG30116,melsec,rho,0.846156106889728,41.3170408716066
CG30116,melsec,r,0.802594578283335,41.3170408716066
CG30116,melsim,rho,0.878654734449907,41.3170408716066
CG30116,melsim,r,0.913253109697655,41.3170408716066
CG30116,simsec,rho,0.808311372825997,41.3170408716066
CG30116,simsec,r,0.870602398316377,41.3170408716066
CG30419,melsec,rho,0.751998550297064,15.6564136519593
CG30419,melsec,r,0.784743155055631,15.6564136519593
CG30419,melsim,rho,0.766110860977864,15.6564136519593
CG30419,melsim,r,0.805131316537341,15.6564136519593
CG30419,simsec,rho,0.791259496554055,15.6564136519593
CG30419,simsec,r,0.836425945995982,15.6564136519593
CG31191,melsec,rho,0.831189123945739,19.5930897489918
CG31191,melsec,r,0.898802829403177,19.5930897489918
CG31191,melsim,rho,0.870180285640882,19.5930897489918
CG31191,melsim,r,0.920780230868839,19.5930897489918
CG31191,simsec,rho,0.831413176944923,19.5930897489918
CG31191,simsec,r,0.935633184008456,19.5930897489918
CG31221,melsec,rho,0.910453061517115,72.2366018579827
CG31221,melsec,r,0.908704867011304,72.2366018579827
CG31221,melsim,rho,0.921508360051844,72.2366018579827
CG31221,melsim,r,0.935662221187189,72.2366018579827
CG31221,simsec,rho,0.925792041380121,72.2366018579827
CG31221,simsec,r,0.951998874809135,72.2366018579827
CG31808,melsec,rho,0.730000587785811,26.5434699733141
CG31808,melsec,r,0.710605713360357,26.5434699733141
CG31808,melsim,rho,0.714145763303706,26.5434699733141
CG31808,melsim,r,0.722065414558323,26.5434699733141
CG31808,simsec,rho,0.726778445656051,26.5434699733141
CG31808,simsec,r,0.725761553226489,26.5434699733141
CG32052,melsec,rho,0.739206144338274,24.7496940147274
CG32052,melsec,r,0.744850574599194,24.7496940147274
CG32052,melsim,rho,0.810702914766784,24.7496940147274
CG32052,melsim,r,0.92314440687017,24.7496940147274
CG32052,simsec,rho,0.777049285000868,24.7496940147274
CG32052,simsec,r,0.800467747953967,24.7496940147274
CG32204,melsec,rho,0.785788109897969,23.2007062742029
CG32204,melsec,r,0.864994533682386,23.2007062742029
CG32204,melsim,rho,0.782893544521799,23.2007062742029
CG32204,melsim,r,0.894975450226274,23.2007062742029
CG32204,simsec,rho,0.78469858098999,23.2007062742029
CG32204,simsec,r,0.924756558959548,23.2007062742029
CG32206,melsec,rho,0.710975920374616,37.1375830173158
CG32206,melsec,r,0.652981340849945,37.1375830173158
CG32206,melsim,rho,0.810441060860453,37.1375830173158
CG32206,melsim,r,0.884595313998706,37.1375830173158
CG32206,simsec,rho,0.75244605215368,37.1375830173158
CG32206,simsec,r,0.760412325210626,37.1375830173158
CG32369,melsec,rho,0.786359450616195,41.4394349806376
CG32369,melsec,r,0.799276299102595,41.4394349806376
CG32369,melsim,rho,0.791747487215659,41.4394349806376
CG32369,melsim,r,0.838436054418651,41.4394349806376
CG32369,simsec,rho,0.738337349869708,41.4394349806376
CG32369,simsec,r,0.756261733765348,41.4394349806376
CG32432,melsec,rho,0.927672601710818,48.7148618551737
CG32432,melsec,r,0.931784617936633,48.7148618551737
CG32432,melsim,rho,0.893140539587374,48.7148618551737
CG32432,melsim,r,0.910578053966829,48.7148618551737
CG32432,simsec,rho,0.896314075100758,48.7148618551737
CG32432,simsec,r,0.865161837513496,48.7148618551737
CG32532,melsec,rho,0.754735324555055,5.85685908625775
CG32532,melsec,r,0.977650981716845,5.85685908625775
CG32532,melsim,rho,0.730322922722155,5.85685908625775
CG32532,melsim,r,0.923686049475879,5.85685908625775
CG32532,simsec,rho,0.800782592978432,5.85685908625775
CG32532,simsec,r,0.950384467861543,5.85685908625775
CG32683,melsec,rho,0.701710215989428,30.8994963783382
CG32683,melsec,r,0.635551735878382,30.8994963783382
CG32683,melsim,rho,0.751068452133352,30.8994963783382
CG32683,melsim,r,0.763796101671238,30.8994963783382
CG32683,simsec,rho,0.759545630668017,30.8994963783382
CG32683,simsec,r,0.703384111960361,30.8994963783382
CG32700,melsec,rho,0.847145551174353,33.6844639739963
CG32700,melsec,r,0.850363533343507,33.6844639739963
CG32700,melsim,rho,0.844180208485921,33.6844639739963
CG32700,melsim,r,0.86702731267774,33.6844639739963
CG32700,simsec,rho,0.841990668803412,33.6844639739963
CG32700,simsec,r,0.924639504270669,33.6844639739963
CG32982,melsec,rho,0.769058576080117,27.4624290214491
CG32982,melsec,r,0.916690064081361,27.4624290214491
CG32982,melsim,rho,0.805875985206658,27.4624290214491
CG32982,melsim,r,0.94028237903014,27.4624290214491
CG32982,simsec,rho,0.767434627039046,27.4624290214491
CG32982,simsec,r,0.890249783409541,27.4624290214491
CG33543,melsec,rho,0.824735300179047,29.74578141616
CG33543,melsec,r,0.920606636082916,29.74578141616
CG33543,melsim,rho,0.845351078927332,29.74578141616
CG33543,melsim,r,0.939936341812805,29.74578141616
CG33543,simsec,rho,0.798367778970639,29.74578141616
CG33543,simsec,r,0.92531191902737,29.74578141616
CG33639,melsec,rho,0.715712979267715,12.8413491442445
CG33639,melsec,r,0.636882717340715,12.8413491442445
CG33639,melsim,rho,0.710012296782548,12.8413491442445
CG33639,melsim,r,0.822246333128173,12.8413491442445
CG33639,simsec,rho,0.766301715081349,12.8413491442445
CG33639,simsec,r,0.829138680830024,12.8413491442445
CG34347,melsec,rho,0.851730692124193,12.173197696583
CG34347,melsec,r,0.650835727261182,12.173197696583
CG34347,melsim,rho,0.811582995778351,12.173197696583
CG34347,melsim,r,0.62373573346127,12.173197696583
CG34347,simsec,rho,0.885173989636031,12.173197696583
CG34347,simsec,r,0.950684807327421,12.173197696583
CG34353,melsec,rho,0.922228399433592,35.4842593149943
CG34353,melsec,r,0.899648139434862,35.4842593149943
CG34353,melsim,rho,0.900027430004506,35.4842593149943
CG34353,melsim,r,0.922170542988659,35.4842593149943
CG34353,simsec,rho,0.91059511010263,35.4842593149943
CG34353,simsec,r,0.931699220770318,35.4842593149943
CG34354,melsec,rho,0.908497699971228,40.3097975481049
CG34354,melsec,r,0.897788996567153,40.3097975481049
CG34354,melsim,rho,0.920273527225655,40.3097975481049
CG34354,melsim,r,0.874298533726318,40.3097975481049
CG34354,simsec,rho,0.937973374315502,40.3097975481049
CG34354,simsec,r,0.931315183049555,40.3097975481049
CG34355,melsec,rho,0.884710655802477,27.6550492586127
CG34355,melsec,r,0.87267931518581,27.6550492586127
CG34355,melsim,rho,0.902866967432324,27.6550492586127
CG34355,melsim,r,0.917430134155766,27.6550492586127
CG34355,simsec,rho,0.887855429838225,27.6550492586127
CG34355,simsec,r,0.870063083125238,27.6550492586127
CG34384,melsec,rho,0.789882563301222,26.2525331567648
CG34384,melsec,r,0.797777243037876,26.2525331567648
CG34384,melsim,rho,0.751798931398305,26.2525331567648
CG34384,melsim,r,0.700493604151502,26.2525331567648
CG34384,simsec,rho,0.731412336775833,26.2525331567648
CG34384,simsec,r,0.763713794634708,26.2525331567648
CG34393,melsec,rho,0.806598170559033,17.3578924135717
CG34393,melsec,r,0.868206685000694,17.3578924135717
CG34393,melsim,rho,0.833185971901326,17.3578924135717
CG34393,melsim,r,0.775459896337311,17.3578924135717
CG34393,simsec,rho,0.851516042136104,17.3578924135717
CG34393,simsec,r,0.822744646842572,17.3578924135717
CG3726,melsec,rho,0.744393882998076,18.2949096089408
