Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
integral component of plasma membrane (GO:0005887)	71/419	0.0000000000000000000000000000000000000000000421517190629386945208959974929593661647782171746613733502189602868258320307515208712704649825421073039336984232712535192177938370150513947010040283203125	0.0000000000000000000000000000000000000000040465650300421149926243979858145545575947884023098529598419312260590370897293166808745449409356744897956099926705775260415975935757160186767578125	0.00000000000000000000000000041108509226247475001105050768436663350813324671813762745464894036215620118195068766198119192267768085002899169921875	0.0000000000000000000000000394641688571975731312015938004738355649826051071929753736698413116626947549914206092580570839345455169677734375	-1.0717530612288872	107.0413945612776	Alk;DIP-eta;DIP-delta;GluRIA;GluRIB;mGluR;tutl;DIP-theta;CG42340;5-HT7;Dop1R2;CadN2;Dh31-R;Oamb;dpr3;dpr2;CG13579;Oct-TyrR;nAChRalpha5;nAChRalpha7;nAChRalpha6;Nlg2;InR;beat-IIa;TM4SF;TyrR;Nlg4;Nlg3;kek3;DIP-beta;kek1;CG42594;dpr11;kek2;nAChRalpha1;Octbeta1R;Neto;nAChRalpha3;kek5;beat-Ib;beat-Ic;sdk;DIP-gamma;mAChR-B;kug;dpr9;dpr8;dpr13;AstA-R1;Pdfr;Ca-alpha1T;Drl-2;Ten-m;para;fz;DIP-zeta;5-HT1A;GluClalpha;Rdl;sNPF-R;Cirl;nAChRbeta1;Cad87A;Octbeta3R;Nckx30C;CadN;5-HT2B;Dscam4;AstC-R2;Dscam2;Dscam3
acetylcholine-gated channel complex (GO:0005892)	6/11	0.00000003211386080485338715136164173223620732500194208114407956600189208984375	0.000001541465318632962477386240396359795568059780634939670562744140625	0.00001483524135198507521598600134016265883474261499941349029541015625	0.00071209158489528366457743668860302932444028556346893310546875	-2.638265652143628	45.52057778205094	nAChRbeta1;nAChRalpha1;nAChRalpha3;nAChRalpha5;nAChRalpha7;nAChRalpha6
type I terminal bouton (GO:0061174)	6/19	0.000001638323386828983703632418335305320766792647191323339939117431640625	0.0000393197612838956105812439345559283765396685339510440826416015625	0.00016812982748640558478513129525566682787030003964900970458984375	0.004035115859673733818002716589035117067396640777587890625	-2.5690614149030746	34.22461783407344	Alk;jeb;CASK;pum;cpx;Fas2
type Is terminal bouton (GO:0061177)	3/7	0.0002896977115619072708219139400398489669896662235260009765625	0.00397299718713472853337531631723322789184749126434326171875	0.00416822927990032933431852057992728077806532382965087890625	0.0800300021740863176678004720088210888206958770751953125	-2.9871298762012763	24.335168973374124	Alk;jeb;pum
type Ib terminal bouton (GO:0061176)	3/9	0.0006741006558984492282038392119147829362191259860992431640625	0.00808920787078139073844607054297739523462951183319091796875	0.007258361775664619840175983966901185340248048305511474609375	0.11613378841063391744281574347041896544396877288818359375	-2.961414688901165	21.624638350481806	Alk;jeb;pum
smooth septate junction (GO:0005920)	2/8	0.0110201573887610503044154341978355660103261470794677734375	0.070529007288070710846028532614582218229770660400390625	0.04520944476572798242930417700335965491831302642822265625	0.371248782232943164149929771156166680157184600830078125	-4.353487570238919	19.625649059121265	cora;Fas3
axon (GO:0030424)	15/132	0.00000010127448034366027691528626408778990253267693333327770233154296875	0.000003240783370997128861289160450809276881045661866664886474609375	0.00016011192370851668430320469127536853193305432796478271484375	0.004035115859673733818002716589035117067396640777587890625	-1.1103196653415197	17.8821771789256	plum;Shawl;sNPF;klg;kcc;InR;Imp;Ptp99A;trio;robo3;CadN;pyd;Rdl;Fas2;CG34353
axonal growth cone (GO:0044295)	3/15	0.0033291237450577110777716338674281359999440610408782958984375	0.0245842984250415584612792230245759128592908382415771484375	0.0230948828991863024107100699211514438502490520477294921875	0.2217108758321884864894713018657057546079158782958984375	-2.3296047982634973	13.290502883582793	NetB;Trim9;Con
neurotransmitter receptor complex (GO:0098878)	3/15	0.0033291237450577110777716338674281359999440610408782958984375	0.0245842984250415584612792230245759128592908382415771484375	0.0230948828991863024107100699211514438502490520477294921875	0.2217108758321884864894713018657057546079158782958984375	-2.324549223082187	13.261660593862468	Neto;GluRIA;GluRIB
nuclear transcription factor complex (GO:0044798)	4/27	0.0021777124907719591466459529982557796756736934185028076171875	0.01900549082855527982527377162114134989678859710693359375	0.0215204436356531240981393438005397911183536052703857421875	0.2217108758321884864894713018657057546079158782958984375	-2.134139829372675	13.081167975978339	SoxN;hth;NFAT;sima
dystrophin-associated glycoprotein complex (GO:0016010)	1/6	0.11796129933134295864061158454205724410712718963623046875	0.46233414813160933487523607254843227565288543701171875	0.219955712456956387068629510395112447440624237060546875	0.9515235750896693378564350496162660419940948486328125	-5.735648898964663	12.259368386045104	Dys
nucleus (GO:0005634)	61/1776	0.000058439996814973270530986504400772219014470465481281280517578125	0.000935039949039572436916001318962798904976807534694671630859375	0.7074107644926559412823507955181412398815155029296875	0.99979430095116350596384791060700081288814544677734375	-1.089754960370491	10.622397401639704	bru3;msi;ps;mamo;heph;dac;lola;tup;Rbfox1;nmo;dnc;Cbp53E;dati;Mnn1;bab1;ab;bab2;CG12605;Tob;Atpalpha;scrt;fru;Syp;vvl;Cam;Eip63F-1;Rbp6;Nos;elav;CG9932;chinmo;trv;mub;rn;bol;Eip63E;nkd;bi;zfh1;luna;NFAT;zfh2;br;pros;CG3726;hth;sima;sr;Bacc;CG17839;salr;Moe;Pdp1;ct;zld;SoxN;sno;shep;mbl;Eip93F;salm
dendrite (GO:0030425)	14/191	0.00004658222129218044416272548335911096728523261845111846923828125	0.00089437864880986448455624238107475321157835423946380615234375	0.0117220132834649250208602921929923468269407749176025390625	0.160759039316090424076577392042963765561580657958984375	-1.0290204184683003	10.263749723323066	plum;Pka-C1;Oamb;Shawl;Mmp2;nAChRalpha7;5-HT7;CadN;5-HT1A;5-HT2B;Rdl;Cbp53E;ATP8B;mAChR-B
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO:0000276)	2/10	0.017233155315643122751367855016724206507205963134765625	0.0973166417824552765214463079246343113481998443603515625	0.06336602835363212837815893863080418668687343597412109375	0.434509908710620285088310765786445699632167816162109375	-2.4405108083041105	9.910719434845058	ATPsynC;ATPsynF
mitochondrial proton-transporting ATP synthase complex (GO:0005753)	3/21	0.00887767460388104445723200797147001139819622039794921875	0.06087548299804144968927488434928818605840206146240234375	0.0492240431171868664250723668374121189117431640625	0.371248782232943164149929771156166680157184600830078125	-2.0486700840313845	9.678359221869117	ATPsynC;ATPsynF;blw
AMPA glutamate receptor complex (GO:0032281)	2/13	0.0286754070164417472488249671869198209606111049652099609375	0.15293550408768930015668274791096337139606475830078125	0.09422603660655860802197736347807222045958042144775390625	0.56535621963935167588743979649734683334827423095703125	-2.5281619563199857	8.979311809438025	GluRIA;GluRIB
nucleoplasm (GO:0005654)	11/170	0.00085467587797694835778650190860616930876858532428741455078125	0.00911654269842078306129717901740150409750640392303466796875	0.05027327259404439085965776712328079156577587127685546875	0.371248782232943164149929771156166680157184600830078125	-1.1351128819811636	8.019332152163116	Rbfox1;Bacc;Rbp6;msi;zld;CG43902;mbl;CG11030;sm;lola;Cam
ionotropic glutamate receptor complex (GO:0008328)	3/25	0.0144457380295888761223555007973118335939943790435791015625	0.0866744281775332636730269086910993792116641998291015625	0.07208171920647100938683848880828008987009525299072265625	0.46132300292141448228022682087612338364124298095703125	-1.8856126209056545	7.990011677529467	Neto;GluRIA;GluRIB
