Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	31/64	0.00000000000000000000000000000000001930788708487632116095069957677259240396410442725388586013352373071661732250140305170728848016548084842725074850022792816162109375	0.000000000000000000000000000000007317689205168126190406904115823246241836813796590033412465256392430168806529030376827223147717660367561620660126209259033203125	0.000000000000000000002583354954047731060030262753167726885274927535537154265200647518252452528031426481902599334716796875	0.0000000000000000009790915275840901853512436469164332596178964931264037709068848158722175867296755313873291015625	-1.8073044229926114	144.46245057431574	beat-IIIb;beat-IIIc;beat-Va;beat-Vb;beat-Vc;caps;kirre;rst;fz;CadN2;beat-VII;Fas1;Fas3;Fas2;ed;beat-VI;Con;Cad87A;klg;beat-Ia;beat-IIa;beat-IV;beat-IIb;CadN;beat-Ib;sns;beat-Ic;CG34353;kug;Dscam2;Dscam3
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	17/28	0.0000000000000000000002959944134939792432356368440964124210772225570304726626833370477231976991561168688349425792694091796875	0.00000000000000000005609094135710907428088623633403045590967062799076130251256511183299835465732030570507049560546875	0.000000000000204223303505805601061673002153306334086231565994040693112765438854694366455078125	0.000000000038700316014350162865312873998249461153509098920721953618340194225311279296875	-2.456817371212558	121.78861773684694	Con;klg;caps;kirre;rst;fz;CadN;CadN2;Fas1;sns;Fas3;Fas2;CG34353;kug;Dscam2;Dscam3;ed
motor neuron axon guidance (GO:0008045)	27/75	0.0000000000000000000000000107851137296719015708177003579732088861850755505465840030829268885692834127609796013302911887876689434051513671875	0.00000000000000000000000306566857765923805056225628299329140857256436434256740110383359482724985323187638641684316098690032958984375	0.00000000000000042852964728292194440410109670190089116634710154039866747410769676207564771175384521484375	0.0000000000001218095522401705507776704969137900809211978725432601322609116323292255401611328125	-1.55994908213717	93.271899407927	NetB;beat-IIIc;beat-Va;beat-Vb;zfh1;beat-Vc;haf;tup;Ptp99A;caps;Drl-2;Ten-m;fend;Fas2;Ten-a;beat-VI;side;Mmp2;beat-Ia;beat-IIa;beat-IV;vvl;beat-IIb;trn;dally;beat-Ib;beat-Ic
chemical synaptic transmission (GO:0007268)	43/154	0.00000000000000000000000000000000000159097196641081584115044422120480365793168798439616186381777847565405370830161029648045533974216880768182136307586915791034698486328125	0.00000000000000000000000000000000090446756290454879867802017576291730841525639285657808769051525313357670101937953662809242805220577565705752931535243988037109375	0.00000000000000000000167990762288004612917391126037898305661286051062877793297288542273548728189780376851558685302734375	0.0000000000000000009790915275840901853512436469164332596178964931264037709068848158722175867296755313873291015625	-1.1014258127195864	90.78911795545613	nwk;pum;kcc;Ten-m;5-HT7;5-HT1A;dnc;GluClalpha;Rdl;Ten-a;Dys;nAChRbeta1;brp;Oamb;Ace;Syt1;Atpalpha;VGlut;cv-c;Syx1A;stj;nAChRalpha5;CASK;nAChRalpha7;cpx;nAChRalpha6;Slob;Nlg2;Frq2;Frq1;Nlg4;Shab;Snap25;sesB;nAChRalpha1;Neto;nAChRalpha3;X11Lbeta;Rim;5-HT2B;Sap47;mAChR-B;VAChT
axon guidance (GO:0007411)	52/242	0.0000000000000000000000000000000000001002162973403075722537505242387438313385102227234540590814314673046878867366724767103995212354683626287954467670715530402958393096923828125	0.000000000000000000000000000000000113945930075929708295251016715758634676144948511205373589745412647085085285800223282021820768450393046578028588555753231048583984375	0.0000000000000000000019505309435958492596912070939581065738472820681227548110059193120502385454528848640620708465576171875	0.0000000000000000009790915275840901853512436469164332596178964931264037709068848158722175867296755313873291015625	-1.0630856458451308	90.56797400310234	Alk;jeb;dac;lola;haf;tup;tutl;trio;Sema2b;CadN2;Fas1;fend;Fas3;Fas2;ab;beat-VI;Mmp2;beat-Ia;InR;beat-IIa;beat-IV;brat;vvl;beat-IIb;Cam;trn;Pka-R2;dpr11;beat-Ib;beat-Ic;DIP-gamma;NetB;beat-IIIc;beat-Va;beat-Vb;zfh1;beat-Vc;Ptp99A;caps;Drl-2;Ten-m;pros;robo3;sm;Ten-a;Moe;Trim9;side;pdm3;dally;SoxN;CadN
synaptic target attraction (GO:0016200)	6/7	0.00000000052212797934222880218416660357103227518837940124285523779690265655517578125	0.00000003710371953200713259438876562464060260282394665409810841083526611328125	0.0000039873749759063283214688584721319131176642258651554584503173828125	0.0003022430231736996666079553275352509444928728044033050537109375	-4.000313799335237	85.49914041497078	NetB;Ten-m;Sema2b;Con;Fas3;Ten-a
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	15/29	0.000000000000000002541855395459335562277097492192697099415278129904446728637434915754056419245898723602294921875	0.00000000000000036126119807965805836268897438373021813449290540361247270340072645922191441059112548828125	0.000000000031293573016328219375110167776313035113699978495560571900568902492523193359375	0.000000004447599064945648131027712145375840879779616443556733429431915283203125	-1.974217043305107	79.98271341939595	beat-VI;beat-IIIb;beat-IIIc;beat-Ia;beat-Va;beat-Vb;beat-IIa;beat-IV;beat-Vc;beat-IIb;kirre;beat-Ib;beat-VII;sns;beat-Ic
anterograde trans-synaptic signaling (GO:0098916)	27/89	0.00000000000000000000000217318314844954653172470270098077568553255285612434921238315810722123433418317972609656862914562225341796875	0.000000000000000000000494181847957426933697164402721215464746924459449000028690214027238258864827002980746328830718994140625	0.000000000000014033249081470476139940953154434108909802783084208588348928969935514032840728759765625	0.0000000000031911608411263860429285553365176550193703375324361104503623209893703460693359375	-1.4654129704346217	79.84427019675279	pum;kcc;5-HT7;5-HT1A;dnc;GluClalpha;Rdl;nAChRbeta1;brp;Oamb;Ace;Syt1;Atpalpha;nAChRalpha5;nAChRalpha7;nAChRalpha6;Frq2;Frq1;Shab;sesB;nAChRalpha1;nAChRalpha3;X11Lbeta;5-HT2B;Sap47;mAChR-B;VAChT
modulation of chemical synaptic transmission (GO:0050804)	21/70	0.00000000000000000039667111952158992405586587386037928602576379317451557744711454489561219816096127033233642578125	0.0000000000000000644307232708639551110463813918305519827366083089083270696306726676994003355503082275390625	0.00000000001590737837263234038356667076417991397996321012442422215826809406280517578125	0.000000002583812744240424569352512142064552669307175847279722802340984344482421875	-1.5359103242139782	65.07833193537707	Pka-C1;Tomosyn;Fife;Syt1;cv-c;CASK;pum;cpx;Syp;Slob;Nlg2;Frq2;Frq1;mGluR;Nlg4;Nlg3;Shab;Sh;Rim;Rdl;Dys
presynaptic membrane organization (GO:0097090)	6/12	0.0000000631061698217390350264301428391544579454830454778857529163360595703125	0.00000256256125311847427080368111429464761386043392121791839599609375	0.0000366858838458921165752955884098440719753853045403957366943359375	0.0018135586927295363306178455076178579474799335002899169921875	-3.916663627470275	64.93220151518652	Ten-m;Nlg2;Nlg4;Ten-a;Nlg3;Fur1
